"logFC","logCPM","F","PValue","FDR","Nhood","SpatialFDR"
2.14021745063728,11.4966419560088,13.3378575688323,0.000295786689402586,0.00123403479019573,188,0.0010923743187747
-1.60095194978484,12.0780708174101,13.3035652978167,0.000301061759708687,0.00124268045496777,232,0.00109511234730393
-1.82411856693406,11.892113356263,13.1259313190521,0.000329951978361605,0.00134759334320319,142,0.00118850153208616
-1.75502092184362,11.90411132483,12.7415745846954,0.000402461163075648,0.00160984465230259,131,0.00140981282137717
-1.9059763068372,11.5252235979432,12.7449303291977,0.000401762817889469,0.00160984465230259,295,0.00140981282137717
-1.77238006709308,11.6065398015851,12.6418354728091,0.00042378882674916,0.00167785780386402,306,0.00146927783100971
-1.93100130432697,11.4036361431391,12.5926800632089,0.000434717923377256,0.00170374297242803,59,0.00149047938951053
-1.84575733644669,11.4993015823256,12.451690816239,0.000467677259116412,0.0018068924356761,187,0.00158367033012425
-1.69192791243257,11.9823878562795,12.4406993476078,0.000470350865987851,0.0018068924356761,294,0.00158367033012425
1.98314179435237,11.5797495817104,12.2270367821159,0.00052551648799651,0.00199902350335927,154,0.00174739073086127
-1.6887073349935,11.3468955397465,11.929352600737,0.00061350576341504,0.00231107025441782,94,0.00202641469793528
-1.72125723010196,11.3438361211105,11.8450661814102,0.000641035921448881,0.00239155709155929,383,0.00209223874624279
-1.70814003205273,11.7545445256305,11.4410321686233,0.000791479246851725,0.00292470426455685,95,0.00255914477707561
1.78391387957299,11.6040039512435,11.2186089390071,0.000889136080412692,0.00325457357735967,192,0.00285630000943813
1.89424693908783,10.8740342110304,10.7758851594508,0.00112155543277104,0.00404844200061654,174,0.00356892288042054
-1.66219178388313,11.5832811963325,10.7668629257874,0.00112688591769739,0.00404844200061654,343,0.00356892288042054
-1.48784608032494,11.2597587949555,10.5227551493496,0.00128131498045676,0.00456101112309378,22,0.00401299286757322
3.05767121952583,10.5272510934164,10.3254379781004,0.00142176914151474,0.00501496751734291,301,0.00443267347187545
-1.92502486897577,10.7495611971319,10.3001534474669,0.00144086559530606,0.00503653919800677,277,0.00445370630540889
2.17203824968797,10.7516342544306,10.0643517703149,0.00163202393584132,0.00565379720630742,200,0.00499439990858735
-1.28378608203962,11.1060891327674,9.98225097052513,0.0017044802450785,0.00585255163796866,152,0.00518443848869864
1.74073874316222,11.5089007643741,9.74124982819717,0.00193667095867442,0.00659147659619012,164,0.00585642867574372
-1.5719083732341,11.5888832780598,9.68345802944821,0.00199698751476466,0.00673766222372771,10,0.00596722773795866
-1.57023625326809,11.7684529080344,9.6299752278273,0.00205451124829616,0.00687198589947337,349,0.00608421989719028
